#node1,node2,node1_string_id,node2_string_id,neighborhood_on_chromosome,gene_fusion,phylogenetic_cooccurrence,homology,coexpression,experimentally_determined_interaction,database_annotated,automated_textmining,combined_score
ENO3,AK1,9606.ENSP00000324105,9606.ENSP00000223836,0.053,0,0,0,0.121,0.189,0,0.399,0.54
ENO3,CA3,9606.ENSP00000324105,9606.ENSP00000285381,0,0,0,0,0.143,0,0,0.438,0.498
ENO3,TALDO1,9606.ENSP00000324105,9606.ENSP00000321259,0,0,0,0,0.297,0,0.8,0.452,0.916
ENO3,HSPA8,9606.ENSP00000324105,9606.ENSP00000437125,0.046,0,0,0,0.067,0.181,0,0.292,0.415
ENO3,PFKFB2,9606.ENSP00000324105,9606.ENSP00000356047,0,0,0,0,0,0,0.281,0.247,0.435
ENO3,PGM5,9606.ENSP00000324105,9606.ENSP00000379678,0,0,0,0,0.369,0.072,0,0.295,0.551
ENO3,ADSSL1,9606.ENSP00000324105,9606.ENSP00000333019,0,0,0,0,0.329,0.087,0,0.446,0.631
ENO3,RPS15,9606.ENSP00000324105,9606.ENSP00000466010,0.105,0,0,0,0.54,0.089,0.154,0.064,0.648
ERC2,SYT1,9606.ENSP00000288221,9606.ENSP00000261205,0,0,0,0,0.199,0.093,0,0.346,0.483
ERC2,SYN2,9606.ENSP00000288221,9606.ENSP00000480050,0,0,0,0,0.109,0.091,0,0.321,0.402
ERC2,VSNL1,9606.ENSP00000288221,9606.ENSP00000384719,0,0,0,0,0.123,0.045,0,0.389,0.444
ERH,HIST1H4A,9606.ENSP00000451080,9606.ENSP00000244537,0,0,0,0,0.062,0.51,0,0.069,0.534
ERH,MBNL1,9606.ENSP00000451080,9606.ENSP00000282486,0,0,0,0,0.542,0,0,0.064,0.552
ERH,NUP43,9606.ENSP00000451080,9606.ENSP00000342262,0,0,0,0,0.276,0.164,0,0.32,0.553
ERH,HNRNPH1,9606.ENSP00000451080,9606.ENSP00000349168,0,0,0,0,0.684,0.292,0,0.187,0.802
ERH,SET,9606.ENSP00000451080,9606.ENSP00000361777,0,0,0,0,0.445,0,0,0,0.445
ERMN,MOG,9606.ENSP00000380453,9606.ENSP00000366091,0,0,0,0,0.363,0.067,0,0.271,0.529
ERMN,PLP1,9606.ENSP00000380453,9606.ENSP00000481006,0,0,0,0,0.354,0,0,0.497,0.662
ERMN,MBP,9606.ENSP00000380453,9606.ENSP00000380958,0,0,0,0,0.371,0,0,0.577,0.722
FBLN1,LAMB1,9606.ENSP00000331544,9606.ENSP00000222399,0,0,0,0,0.149,0,0,0.333,0.409
FBLN1,COL1A1,9606.ENSP00000331544,9606.ENSP00000225964,0,0,0,0,0.427,0.099,0,0.455,0.694
FBLN1,LAMA4,9606.ENSP00000331544,9606.ENSP00000230538,0,0,0,0,0.143,0.098,0,0.314,0.424
FBLN1,PDGFRA,9606.ENSP00000331544,9606.ENSP00000257290,0,0,0,0,0.234,0,0,0.254,0.404
FBLN1,LAMC1,9606.ENSP00000331544,9606.ENSP00000258341,0,0,0,0,0.102,0.098,0,0.579,0.629
FBLN1,LUM,9606.ENSP00000331544,9606.ENSP00000266718,0,0,0,0,0.254,0.099,0,0.48,0.62
FBLN1,COL14A1,9606.ENSP00000331544,9606.ENSP00000297848,0,0,0,0,0.318,0.126,0,0.377,0.596
FBLN1,LAMB2,9606.ENSP00000331544,9606.ENSP00000307156,0,0,0,0,0.188,0,0,0.308,0.414
FBLN1,FBN1,9606.ENSP00000331544,9606.ENSP00000325527,0,0,0,0.648,0.226,0,0,0.546,0.633
FBLN1,LAMA2,9606.ENSP00000331544,9606.ENSP00000400365,0,0,0,0,0.204,0.098,0,0.305,0.458
FBLN1,COL4A2,9606.ENSP00000331544,9606.ENSP00000353654,0,0,0,0,0.167,0.102,0,0.372,0.489
FBLN1,COL4A1,9606.ENSP00000331544,9606.ENSP00000364979,0,0,0,0,0.151,0.126,0,0.377,0.497
FBLN1,PRELP,9606.ENSP00000331544,9606.ENSP00000343924,0,0,0,0,0.222,0.099,0,0.348,0.503
FBLN1,OGN,9606.ENSP00000331544,9606.ENSP00000364711,0,0,0,0,0.246,0.099,0,0.356,0.524
FBLN1,FBLN5,9606.ENSP00000331544,9606.ENSP00000345008,0,0,0.112,0.792,0.172,0.082,0.5,0.184,0.675
FBLN1,COL6A1,9606.ENSP00000331544,9606.ENSP00000355180,0,0,0,0,0.388,0.091,0,0.567,0.738
FBLN1,EFEMP1,9606.ENSP00000331544,9606.ENSP00000378058,0,0,0.13,0.713,0.235,0.199,0.5,0.22,0.754
FBLN1,HSPG2,9606.ENSP00000331544,9606.ENSP00000363827,0,0,0,0,0.165,0.106,0,0.882,0.904
FBLN1,FBLN2,9606.ENSP00000331544,9606.ENSP00000384169,0,0,0.063,0.888,0.347,0.098,0.8,0.608,0.948
FBLN1,ACAN,9606.ENSP00000331544,9606.ENSP00000387356,0,0,0,0,0.059,0.101,0,0.95,0.954
FBLN1,FN1,9606.ENSP00000331544,9606.ENSP00000346839,0,0,0,0,0.109,0.36,0,0.988,0.992
FBLN2,NID2,9606.ENSP00000384169,9606.ENSP00000216286,0,0,0,0.553,0.15,0.057,0,0.779,0.807
FBLN2,COL1A1,9606.ENSP00000384169,9606.ENSP00000225964,0,0,0,0,0.261,0.099,0,0.383,0.553
FBLN2,LAMC1,9606.ENSP00000384169,9606.ENSP00000258341,0,0,0,0,0.082,0.098,0,0.583,0.625
FBLN2,LUM,9606.ENSP00000384169,9606.ENSP00000266718,0,0,0,0,0.257,0.099,0,0.345,0.524
FBLN2,COL14A1,9606.ENSP00000384169,9606.ENSP00000297848,0,0,0,0,0.146,0.099,0,0.328,0.438
FBLN2,FBN1,9606.ENSP00000384169,9606.ENSP00000325527,0,0,0,0.595,0.212,0.292,0,0.953,0.971
FBLN2,FBLN1,9606.ENSP00000384169,9606.ENSP00000331544,0,0,0.063,0.888,0.347,0.098,0.8,0.608,0.948
FBLN2,PRELP,9606.ENSP00000384169,9606.ENSP00000343924,0,0,0,0,0.112,0.334,0,0.325,0.566
FBLN2,FBLN5,9606.ENSP00000384169,9606.ENSP00000345008,0,0,0.074,0.811,0.218,0.044,0.5,0.478,0.786
FBLN2,FN1,9606.ENSP00000384169,9606.ENSP00000346839,0,0,0,0,0.109,0.292,0,0.985,0.989
FBLN2,COL4A2,9606.ENSP00000384169,9606.ENSP00000353654,0,0,0,0,0.141,0.099,0,0.308,0.418
FBLN2,COL6A1,9606.ENSP00000384169,9606.ENSP00000355180,0,0,0,0,0.284,0.091,0,0.415,0.586
FBLN2,HSPG2,9606.ENSP00000384169,9606.ENSP00000363827,0,0,0,0,0.188,0.523,0,0.985,0.993
FBLN2,COL4A1,9606.ENSP00000384169,9606.ENSP00000364979,0,0,0,0,0.166,0.099,0,0.308,0.434
FBLN2,EFEMP1,9606.ENSP00000384169,9606.ENSP00000378058,0,0,0,0.76,0.108,0.432,0.5,0.195,0.769
FBLN2,ACAN,9606.ENSP00000384169,9606.ENSP00000387356,0,0,0,0,0.064,0.336,0,0.898,0.931
FBLN5,COL1A1,9606.ENSP00000345008,9606.ENSP00000225964,0,0,0,0,0.187,0.091,0,0.45,0.558
FBLN5,LUM,9606.ENSP00000345008,9606.ENSP00000266718,0,0,0,0,0.222,0.099,0,0.585,0.684
FBLN5,COL14A1,9606.ENSP00000345008,9606.ENSP00000297848,0,0,0,0,0.145,0.091,0,0.314,0.42
FBLN5,FBN1,9606.ENSP00000345008,9606.ENSP00000325527,0,0,0,0.689,0.19,0.238,0,0.884,0.922
FBLN5,FBLN1,9606.ENSP00000345008,9606.ENSP00000331544,0,0,0.112,0.792,0.172,0.082,0.5,0.184,0.675
FBLN5,PRELP,9606.ENSP00000345008,9606.ENSP00000343924,0,0,0,0,0.186,0.099,0,0.498,0.6
FBLN5,TGFBI,9606.ENSP00000345008,9606.ENSP00000416330,0,0,0,0,0.166,0.046,0,0.323,0.414
FBLN5,LAMA2,9606.ENSP00000345008,9606.ENSP00000400365,0,0,0,0,0.21,0.098,0,0.25,0.418
FBLN5,HSPG2,9606.ENSP00000345008,9606.ENSP00000363827,0,0,0,0,0.085,0.045,0,0.411,0.44
FBLN5,COL6A1,9606.ENSP00000345008,9606.ENSP00000355180,0,0,0,0,0.181,0.091,0,0.311,0.443
FBLN5,OGN,9606.ENSP00000345008,9606.ENSP00000364711,0,0,0,0,0.267,0.099,0,0.356,0.538
FBLN5,EFEMP1,9606.ENSP00000345008,9606.ENSP00000378058,0,0,0.079,0.918,0.179,0,0.5,0.109,0.618
FBLN5,PYCR1,9606.ENSP00000345008,9606.ENSP00000384949,0,0,0,0,0,0,0,0.693,0.693
FBLN5,FBLN2,9606.ENSP00000345008,9606.ENSP00000384169,0,0,0.074,0.811,0.218,0.044,0.5,0.478,0.786
FBLN5,FN1,9606.ENSP00000345008,9606.ENSP00000346839,0,0,0,0,0.083,0,0,0.859,0.865
FBN1,NID2,9606.ENSP00000325527,9606.ENSP00000216286,0,0,0,0.551,0.342,0.057,0,0.206,0.465
FBN1,LAMB1,9606.ENSP00000325527,9606.ENSP00000222399,0,0,0,0,0.309,0,0,0.36,0.539
FBN1,COL1A1,9606.ENSP00000325527,9606.ENSP00000225964,0,0,0,0,0.517,0.099,0,0.851,0.929
FBN1,LAMA4,9606.ENSP00000325527,9606.ENSP00000230538,0,0,0,0,0.297,0.098,0,0.327,0.536
FBN1,LAMC1,9606.ENSP00000325527,9606.ENSP00000258341,0,0,0,0,0.204,0.098,0,0.642,0.72
FBN1,LUM,9606.ENSP00000325527,9606.ENSP00000266718,0,0,0,0,0.904,0.099,0,0.708,0.972
FBN1,COL14A1,9606.ENSP00000325527,9606.ENSP00000297848,0,0,0,0,0.231,0.099,0,0.365,0.522
FBN1,LAMB2,9606.ENSP00000325527,9606.ENSP00000307156,0,0,0,0,0.165,0,0,0.35,0.434
FBN1,PRELP,9606.ENSP00000325527,9606.ENSP00000343924,0,0,0,0,0.098,0.099,0,0.349,0.424
FBN1,TGFBI,9606.ENSP00000325527,9606.ENSP00000416330,0,0,0,0,0.137,0.046,0,0.365,0.432
FBN1,ACAN,9606.ENSP00000325527,9606.ENSP00000387356,0,0,0,0,0.074,0.101,0,0.414,0.47
FBN1,SERPINH1,9606.ENSP00000325527,9606.ENSP00000434412,0,0,0,0,0.195,0,0,0.376,0.476
FBN1,LAMA2,9606.ENSP00000325527,9606.ENSP00000400365,0,0,0,0,0.199,0.098,0,0.364,0.5
FBN1,OGN,9606.ENSP00000325527,9606.ENSP00000364711,0,0,0,0,0.193,0.099,0,0.398,0.525
FBN1,EFEMP1,9606.ENSP00000325527,9606.ENSP00000378058,0,0,0,0.661,0.224,0,0,0.433,0.541
FBN1,FBLN1,9606.ENSP00000325527,9606.ENSP00000331544,0,0,0,0.648,0.226,0,0,0.546,0.633
FBN1,COL4A2,9606.ENSP00000325527,9606.ENSP00000353654,0,0,0,0,0.306,0.099,0,0.493,0.656
FBN1,COL6A1,9606.ENSP00000325527,9606.ENSP00000355180,0,0,0,0,0.403,0.091,0,0.564,0.743
FBN1,COL4A1,9606.ENSP00000325527,9606.ENSP00000364979,0,0,0,0,0.316,0.099,0,0.709,0.805
FBN1,HSPG2,9606.ENSP00000325527,9606.ENSP00000363827,0,0,0,0,0.224,0.045,0,0.812,0.849
FBN1,FBLN5,9606.ENSP00000325527,9606.ENSP00000345008,0,0,0,0.689,0.19,0.238,0,0.884,0.922
FBN1,FBLN2,9606.ENSP00000325527,9606.ENSP00000384169,0,0,0,0.595,0.212,0.292,0,0.953,0.971
FBN1,FN1,9606.ENSP00000325527,9606.ENSP00000346839,0,0,0,0,0.24,0.236,0,0.973,0.982
FEN1,NASP,9606.ENSP00000305480,9606.ENSP00000255120,0,0,0,0,0.332,0,0,0.284,0.502
FEN1,CDK4,9606.ENSP00000305480,9606.ENSP00000257904,0,0,0,0,0.223,0.106,0,0.303,0.474
FEN1,KPNA3,9606.ENSP00000305480,9606.ENSP00000261667,0,0,0,0,0.113,0.283,0,0.184,0.436
FEN1,MCM4,9606.ENSP00000305480,9606.ENSP00000262105,0,0,0,0,0.847,0.07,0,0.623,0.941
FEN1,B2M,9606.ENSP00000305480,9606.ENSP00000497910,0,0,0,0,0.246,0.071,0,0.212,0.4
FEN1,DKC1,9606.ENSP00000305480,9606.ENSP00000358563,0.057,0,0,0,0.188,0,0,0.316,0.431
FEN1,RAD23A,9606.ENSP00000305480,9606.ENSP00000467024,0,0,0,0,0.109,0.053,0,0.394,0.444
FEN1,KPNA1,9606.ENSP00000305480,9606.ENSP00000343701,0,0,0,0,0.13,0.283,0,0.184,0.446
FEN1,DNAJC9,9606.ENSP00000305480,9606.ENSP00000362041,0,0,0,0,0.45,0.046,0,0.091,0.481
FEN1,GMPS,9606.ENSP00000305480,9606.ENSP00000419851,0.057,0,0,0,0.291,0,0,0.289,0.484
FEN1,UBE2N,9606.ENSP00000305480,9606.ENSP00000316176,0,0,0,0,0.123,0.246,0,0.312,0.506
FEN1,PCNA,9606.ENSP00000305480,9606.ENSP00000368458,0.042,0,0,0,0.776,0.999,0.5,0.505,0.999
FGF1,PDGFRA,9606.ENSP00000480791,9606.ENSP00000257290,0,0,0,0,0.103,0.168,0.65,0.389,0.819
FGF1,SYT1,9606.ENSP00000480791,9606.ENSP00000261205,0,0,0,0,0.132,0.926,0,0.696,0.978
FGF1,RPS27A,9606.ENSP00000480791,9606.ENSP00000272317,0,0,0,0,0.059,0,0.5,0,0.509
FGF1,FN1,9606.ENSP00000480791,9606.ENSP00000346839,0,0,0,0,0.074,0,0,0.681,0.691
FGF1,HDGF,9606.ENSP00000480791,9606.ENSP00000357189,0,0,0,0,0,0,0,0.642,0.642
FGF1,HSPG2,9606.ENSP00000480791,9606.ENSP00000363827,0,0,0,0,0.049,0.384,0,0.844,0.901
FGF1,SPP1,9606.ENSP00000480791,9606.ENSP00000378517,0,0,0,0,0.083,0,0,0.416,0.441
FN1,KRT14,9606.ENSP00000346839,9606.ENSP00000167586,0,0,0,0,0,0,0,0.477,0.477
FN1,ITGB4,9606.ENSP00000346839,9606.ENSP00000200181,0,0,0,0.546,0,0,0.65,0.355,0.764
FN1,NID2,9606.ENSP00000346839,9606.ENSP00000216286,0,0,0,0,0.197,0,0,0.66,0.715
FN1,LAMB1,9606.ENSP00000346839,9606.ENSP00000222399,0,0,0,0,0.219,0,0,0.477,0.574
FN1,COL1A1,9606.ENSP00000346839,9606.ENSP00000225964,0,0,0,0,0.335,0.594,0,0.912,0.974
FN1,CD38,9606.ENSP00000346839,9606.ENSP00000226279,0,0,0,0,0,0,0,0.412,0.412
FN1,YBX3,9606.ENSP00000346839,9606.ENSP00000228251,0,0,0,0,0.057,0,0,0.429,0.439
FN1,LAMA4,9606.ENSP00000346839,9606.ENSP00000230538,0,0,0,0,0.141,0,0,0.792,0.814
FN1,KRT5,9606.ENSP00000346839,9606.ENSP00000252242,0,0,0,0,0,0.072,0,0.616,0.628
FN1,CHI3L1,9606.ENSP00000346839,9606.ENSP00000255409,0,0,0,0,0.053,0,0,0.398,0.406
FN1,PDGFRA,9606.ENSP00000346839,9606.ENSP00000257290,0,0,0,0,0.117,0,0,0.533,0.57
FN1,CDK4,9606.ENSP00000346839,9606.ENSP00000257904,0,0,0,0,0.048,0,0,0.4,0.404
FN1,LAMC1,9606.ENSP00000346839,9606.ENSP00000258341,0,0,0,0,0.163,0,0,0.656,0.7
FN1,CD81,9606.ENSP00000346839,9606.ENSP00000263645,0,0,0,0,0.084,0,0,0.646,0.662
FN1,MCAM,9606.ENSP00000346839,9606.ENSP00000264036,0,0,0,0,0.107,0.092,0,0.448,0.513
FN1,TNC,9606.ENSP00000346839,9606.ENSP00000265131,0,0,0,0.584,0.223,0.51,0,0.551,0.814
FN1,LUM,9606.ENSP00000346839,9606.ENSP00000266718,0,0,0,0,0.472,0,0,0.931,0.962
FN1,GJA1,9606.ENSP00000346839,9606.ENSP00000282561,0,0,0,0,0.141,0,0,0.709,0.739
FN1,RHOC,9606.ENSP00000346839,9606.ENSP00000285735,0,0,0,0,0.105,0,0,0.39,0.432
FN1,ITGA2,9606.ENSP00000346839,9606.ENSP00000296585,0,0,0,0,0.083,0,0.65,0.962,0.986
FN1,NPM1,9606.ENSP00000346839,9606.ENSP00000296930,0,0,0,0,0.049,0.071,0.4,0.489,0.693
FN1,ALDH1A1,9606.ENSP00000346839,9606.ENSP00000297785,0,0,0,0,0.055,0,0,0.418,0.426
FN1,COL14A1,9606.ENSP00000346839,9606.ENSP00000297848,0,0,0,0.56,0.111,0.05,0,0.717,0.74
FN1,CFL2,9606.ENSP00000346839,9606.ENSP00000298159,0,0,0,0,0.063,0,0,0.479,0.49
FN1,KIF5B,9606.ENSP00000346839,9606.ENSP00000307078,0,0,0,0,0.049,0,0.5,0.16,0.565
FN1,KRT17,9606.ENSP00000346839,9606.ENSP00000308452,0,0,0,0,0.067,0,0,0.489,0.503
FN1,FBN1,9606.ENSP00000346839,9606.ENSP00000325527,0,0,0,0,0.24,0.236,0,0.973,0.982
FN1,FBLN1,9606.ENSP00000346839,9606.ENSP00000331544,0,0,0,0,0.109,0.36,0,0.988,0.992
FN1,PRELP,9606.ENSP00000346839,9606.ENSP00000343924,0,0,0,0,0.044,0,0,0.503,0.504
FN1,FBLN5,9606.ENSP00000346839,9606.ENSP00000345008,0,0,0,0,0.083,0,0,0.859,0.865
FN1,APOD,9606.ENSP00000346839,9606.ENSP00000345179,0,0,0,0,0,0,0,0.674,0.674
FN1,B2M,9606.ENSP00000346839,9606.ENSP00000497910,0,0,0,0,0.059,0,0,0.447,0.457
FN1,LAMA2,9606.ENSP00000346839,9606.ENSP00000400365,0,0,0,0,0.086,0,0,0.445,0.471
FN1,VWA1,9606.ENSP00000346839,9606.ENSP00000417185,0,0,0,0,0.072,0.05,0,0.456,0.479
FN1,YAP1,9606.ENSP00000346839,9606.ENSP00000478927,0,0,0,0,0.159,0.047,0,0.431,0.504
FN1,KRT8,9606.ENSP00000346839,9606.ENSP00000449404,0,0,0,0,0.062,0.045,0,0.506,0.518
FN1,CFL1,9606.ENSP00000346839,9606.ENSP00000432660,0,0,0,0,0.042,0.072,0,0.505,0.521
FN1,KRT19,9606.ENSP00000346839,9606.ENSP00000355124,0,0,0,0,0.08,0.045,0,0.508,0.53
FN1,DSP,9606.ENSP00000346839,9606.ENSP00000369129,0,0,0,0,0.086,0,0,0.521,0.544
FN1,HDAC2,9606.ENSP00000346839,9606.ENSP00000430432,0,0,0,0,0.051,0.049,0,0.568,0.576
FN1,YWHAZ,9606.ENSP00000346839,9606.ENSP00000379287,0,0,0,0,0,0.072,0,0.562,0.576
FN1,YWHAB,9606.ENSP00000346839,9606.ENSP00000361930,0,0,0,0,0,0.071,0.5,0.163,0.577
FN1,TPM3,9606.ENSP00000346839,9606.ENSP00000498577,0,0,0,0,0,0.072,0.5,0.258,0.625
FN1,EFEMP1,9606.ENSP00000346839,9606.ENSP00000378058,0,0,0,0,0.133,0,0,0.586,0.625
FN1,TFRC,9606.ENSP00000346839,9606.ENSP00000376197,0,0,0,0,0.059,0.071,0,0.629,0.647
FN1,FGF1,9606.ENSP00000346839,9606.ENSP00000480791,0,0,0,0,0.074,0,0,0.681,0.691
FN1,RHOA,9606.ENSP00000346839,9606.ENSP00000400175,0,0,0,0,0.079,0,0,0.722,0.734
FN1,SERPINH1,9606.ENSP00000346839,9606.ENSP00000434412,0,0,0,0,0.194,0,0,0.691,0.74
FN1,CDC42,9606.ENSP00000346839,9606.ENSP00000497733,0,0,0,0,0,0,0,0.743,0.743
FN1,COL4A2,9606.ENSP00000346839,9606.ENSP00000353654,0,0,0,0,0.249,0.05,0,0.678,0.75
FN1,COL6A1,9606.ENSP00000346839,9606.ENSP00000355180,0,0,0,0,0.232,0.05,0,0.722,0.78
FN1,COL4A1,9606.ENSP00000346839,9606.ENSP00000364979,0,0,0,0,0.25,0.05,0,0.805,0.849
FN1,FBLN2,9606.ENSP00000346839,9606.ENSP00000384169,0,0,0,0,0.109,0.292,0,0.985,0.989
FN1,ACAN,9606.ENSP00000346839,9606.ENSP00000387356,0,0,0,0,0.06,0,0,0.994,0.994
FN1,TGFBI,9606.ENSP00000346839,9606.ENSP00000416330,0,0,0,0,0.237,0.298,0,0.993,0.995
FN1,SPP1,9606.ENSP00000346839,9606.ENSP00000378517,0,0,0,0,0.098,0,0,0.996,0.996
FN1,HSPG2,9606.ENSP00000346839,9606.ENSP00000363827,0,0,0,0,0.14,0.316,0,0.995,0.996
FTL,TXN,9606.ENSP00000366525,9606.ENSP00000363641,0,0,0,0,0.171,0,0,0.389,0.472
FTL,TPT1,9606.ENSP00000366525,9606.ENSP00000477781,0,0,0,0,0.302,0.083,0,0.147,0.406
FTL,BLVRA,9606.ENSP00000366525,9606.ENSP00000385757,0,0,0,0,0.062,0,0,0.421,0.434
FTL,RAB5C,9606.ENSP00000366525,9606.ENSP00000447053,0,0,0,0,0.084,0,0.5,0.08,0.541
FTL,B2M,9606.ENSP00000366525,9606.ENSP00000497910,0,0,0,0,0.253,0.066,0,0.465,0.594
FTL,HSPA8,9606.ENSP00000366525,9606.ENSP00000437125,0,0,0,0,0.137,0.071,0.5,0.255,0.661
FTL,TFRC,9606.ENSP00000366525,9606.ENSP00000376197,0,0,0,0,0.047,0,0.5,0.849,0.921
GABARAP,CANX,9606.ENSP00000306866,9606.ENSP00000247461,0,0,0,0,0.044,0,0,0.406,0.408
GABARAP,RAB11A,9606.ENSP00000306866,9606.ENSP00000261890,0,0,0,0,0.095,0.059,0,0.367,0.414
GABARAP,RHEB,9606.ENSP00000306866,9606.ENSP00000262187,0,0,0,0,0.067,0.042,0,0.441,0.457
GABARAP,GJA1,9606.ENSP00000306866,9606.ENSP00000282561,0,0,0,0,0.057,0.296,0,0.438,0.594
GABARAP,TFRC,9606.ENSP00000306866,9606.ENSP00000376197,0,0,0,0,0,0.294,0,0.202,0.413
GABARAP,UFM1,9606.ENSP00000306866,9606.ENSP00000368970,0,0,0,0,0.067,0.071,0,0.412,0.447
GABARAP,HSPA8,9606.ENSP00000306866,9606.ENSP00000437125,0,0,0,0,0.072,0.167,0,0.397,0.494
GABARAP,NIPSNAP2,9606.ENSP00000306866,9606.ENSP00000313050,0,0,0,0,0.049,0.404,0,0.585,0.744
GDA,ADSSL1,9606.ENSP00000238018,9606.ENSP00000333019,0.103,0,0,0,0.063,0,0,0.415,0.465
GDA,GMPR,9606.ENSP00000238018,9606.ENSP00000259727,0.056,0,0,0,0,0,0,0.564,0.57
GDA,GMPS,9606.ENSP00000238018,9606.ENSP00000419851,0.042,0,0,0,0.102,0,0,0.665,0.686
GGH,CANX,9606.ENSP00000260118,9606.ENSP00000247461,0,0,0,0,0.063,0.433,0,0.146,0.506
GGH,OS9,9606.ENSP00000260118,9606.ENSP00000318165,0,0,0,0,0,0.42,0,0.052,0.426
GGH,UBE2N,9606.ENSP00000260118,9606.ENSP00000316176,0,0,0,0,0.084,0,0,0.479,0.502
GGH,UBE2I,9606.ENSP00000260118,9606.ENSP00000348056,0,0,0,0,0.042,0,0,0.695,0.696
GJA1,COL1A1,9606.ENSP00000282561,9606.ENSP00000225964,0,0,0,0,0.172,0,0,0.37,0.456
GJA1,RHOQ,9606.ENSP00000282561,9606.ENSP00000238738,0,0,0,0,0,0.164,0.5,0.06,0.572
GJA1,PDGFRA,9606.ENSP00000282561,9606.ENSP00000257290,0,0,0,0,0.184,0,0,0.387,0.479
GJA1,RAB7A,9606.ENSP00000282561,9606.ENSP00000265062,0,0,0,0,0,0,0.4,0,0.4
GJA1,LUM,9606.ENSP00000282561,9606.ENSP00000266718,0,0,0,0,0.313,0,0,0.185,0.417
GJA1,LAMTOR1,9606.ENSP00000282561,9606.ENSP00000278671,0,0,0,0,0,0.074,0.4,0,0.42
GJA1,MBNL1,9606.ENSP00000282561,9606.ENSP00000282486,0,0,0,0,0,0,0,0.473,0.473
GJA1,NIPSNAP2,9606.ENSP00000282561,9606.ENSP00000313050,0,0,0,0,0.042,0,0.4,0,0.4
GJA1,PAK2,9606.ENSP00000282561,9606.ENSP00000314067,0,0,0,0,0,0,0.4,0,0.4
GJA1,SPP1,9606.ENSP00000282561,9606.ENSP00000378517,0,0,0,0,0.083,0,0,0.396,0.422
GJA1,COL6A1,9606.ENSP00000282561,9606.ENSP00000355180,0,0,0,0,0.15,0,0,0.377,0.448
GJA1,MBP,9606.ENSP00000282561,9606.ENSP00000380958,0,0,0,0,0,0,0,0.482,0.482
GJA1,RHOA,9606.ENSP00000282561,9606.ENSP00000400175,0,0,0,0,0.048,0.162,0,0.417,0.494
GJA1,TFRC,9606.ENSP00000282561,9606.ENSP00000376197,0,0,0,0,0.067,0.086,0.4,0.192,0.531
GJA1,GABARAP,9606.ENSP00000282561,9606.ENSP00000306866,0,0,0,0,0.057,0.296,0,0.438,0.594
GJA1,YWHAZ,9606.ENSP00000282561,9606.ENSP00000379287,0,0,0,0,0.051,0.295,0,0.504,0.639
GJA1,CDC42,9606.ENSP00000282561,9606.ENSP00000497733,0,0,0,0,0,0.164,0.4,0.486,0.719
GJA1,FN1,9606.ENSP00000282561,9606.ENSP00000346839,0,0,0,0,0.141,0,0,0.709,0.739
GJA1,JUP,9606.ENSP00000282561,9606.ENSP00000377508,0,0,0,0,0.054,0.131,0.4,0.574,0.761
GJA1,DSP,9606.ENSP00000282561,9606.ENSP00000369129,0,0,0,0,0.086,0,0,0.832,0.84
GLOD4,TALDO1,9606.ENSP00000301329,9606.ENSP00000321259,0.056,0,0,0,0.126,0.183,0,0.284,0.453
GLOD4,NXN,9606.ENSP00000301329,9606.ENSP00000337443,0,0.484,0,0,0.047,0,0,0.119,0.529
GMPR,GDA,9606.ENSP00000259727,9606.ENSP00000238018,0.056,0,0,0,0,0,0,0.564,0.57
GMPR,ADSSL1,9606.ENSP00000259727,9606.ENSP00000333019,0.079,0,0,0,0.4,0,0.91,0.301,0.961
GMPR,GMPS,9606.ENSP00000259727,9606.ENSP00000419851,0.102,0,0,0,0.627,0,0.942,0.666,0.992
GMPS,GDA,9606.ENSP00000419851,9606.ENSP00000238018,0.042,0,0,0,0.102,0,0,0.665,0.686
GMPS,GMPR,9606.ENSP00000419851,9606.ENSP00000259727,0.102,0,0,0,0.627,0,0.942,0.666,0.992
GMPS,WDR12,9606.ENSP00000419851,9606.ENSP00000261015,0,0,0,0,0.832,0,0,0,0.832
GMPS,MCM4,9606.ENSP00000419851,9606.ENSP00000262105,0,0,0,0,0.542,0,0,0.079,0.56
GMPS,PRKAG2,9606.ENSP00000419851,9606.ENSP00000287878,0.115,0,0,0,0.244,0.175,0.673,0.315,0.853
GMPS,FEN1,9606.ENSP00000419851,9606.ENSP00000305480,0.057,0,0,0,0.291,0,0,0.289,0.484
GMPS,PRKAG1,9606.ENSP00000419851,9606.ENSP00000323867,0.115,0,0,0,0.276,0,0.673,0.33,0.841
GMPS,ADSSL1,9606.ENSP00000419851,9606.ENSP00000333019,0.12,0,0,0,0.151,0,0,0.647,0.713
GMPS,NME1,9606.ENSP00000419851,9606.ENSP00000337060,0.056,0,0,0,0.175,0,0,0.311,0.417
GMPS,DKC1,9606.ENSP00000419851,9606.ENSP00000358563,0.046,0,0,0,0.852,0,0,0.126,0.866
GMPS,CMPK1,9606.ENSP00000419851,9606.ENSP00000360939,0.046,0,0,0,0.096,0,0,0.427,0.463
GMPS,PYCR1,9606.ENSP00000419851,9606.ENSP00000384949,0.089,0,0,0,0.085,0,0,0.345,0.406
GMPS,PHGDH,9606.ENSP00000419851,9606.ENSP00000493382,0.042,0,0,0,0.109,0,0,0.452,0.491
GMPS,RPS15,9606.ENSP00000419851,9606.ENSP00000466010,0,0,0,0,0.381,0.095,0,0.348,0.603
